number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_mape,user_attrs_mda,state,mda,mape
94,0.18604651162790697,2026-05-28 15:44:08.735288,2026-05-28 15:44:12.306112,0 days 00:00:03.570824,0.5821434257524188,0.02159914529585684,3,53,1765,168,9.706030514285992e-08,0.00010886873154557958,0.6356462285019042,0.007199778953914701,0.813953488372093,COMPLETE,0.813953488372093,0.007199778953914701
95,0.2790697674418605,2026-05-28 15:44:12.306607,2026-05-28 15:44:15.789937,0 days 00:00:03.483330,0.5805760779350768,0.020406249590741794,3,59,1775,141,6.038918172609532e-08,3.671228360293926e-05,0.6322714171688316,0.005423059609649913,0.7209302325581395,COMPLETE,0.7209302325581395,0.005423059609649913
96,0.18604651162790697,2026-05-28 15:44:15.790425,2026-05-28 15:44:19.114844,0 days 00:00:03.324419,0.5983679506940573,0.02229482050797966,3,53,1656,163,1.6980688307829025e-07,0.00038738648527914557,0.7554470585782874,0.006750787758182722,0.813953488372093,COMPLETE,0.813953488372093,0.006750787758182722
97,0.3023255813953488,2026-05-28 15:44:19.115345,2026-05-28 15:44:21.233473,0 days 00:00:02.118128,0.6091613634893634,0.021577805612128825,3,55,1034,166,4.280405135659656e-08,8.800287930093804e-05,0.7231055355573655,0.007242675256762062,0.6976744186046512,COMPLETE,0.6976744186046512,0.007242675256762062
98,0.2558139534883721,2026-05-28 15:44:21.233945,2026-05-28 15:44:26.035965,0 days 00:00:04.802020,0.6403156173455453,0.01514780201652295,4,52,1930,152,2.371657573492522e-07,1.6324406208294786e-05,0.7608283340487706,0.00840388999406414,0.7441860465116279,COMPLETE,0.7441860465116279,0.00840388999406414
99,0.37209302325581395,2026-05-28 15:44:26.036471,2026-05-28 15:44:29.270390,0 days 00:00:03.233919,0.6715431183141749,0.024867800600453547,3,63,1658,120,1.887453312669392e-07,0.0003357284865431868,0.6477383446740975,0.007378600925908827,0.627906976744186,COMPLETE,0.627906976744186,0.007378600925908827
100,0.2558139534883721,2026-05-28 15:44:29.270880,2026-05-28 15:44:33.271702,0 days 00:00:04.000822,0.6152695791591102,0.017169651291471053,3,29,1785,146,1.4308621181422163e-07,6.410911287599235e-07,0.6100019776662536,0.009085262160756143,0.7441860465116279,COMPLETE,0.7441860465116279,0.009085262160756143
101,0.2093023255813954,2026-05-28 15:44:33.272562,2026-05-28 15:44:37.332556,0 days 00:00:04.059994,0.5955947116533024,0.022803315359222674,4,47,1566,194,4.837713272474897e-06,0.0056242506521987,0.7894366647310683,0.00951455044060421,0.7906976744186046,COMPLETE,0.7906976744186046,0.00951455044060421
102,0.2558139534883721,2026-05-28 15:44:37.333046,2026-05-28 15:44:40.718458,0 days 00:00:03.385412,0.5514663429998217,0.026926323686142024,3,58,1726,169,6.877892869657452e-08,0.0001806583704120703,0.7688825314280023,0.00518918693803845,0.7441860465116279,COMPLETE,0.7441860465116279,0.00518918693803845
103,0.2558139534883721,2026-05-28 15:44:40.718948,2026-05-28 15:44:43.819692,0 days 00:00:03.100744,0.5864148615775829,0.019058360053155095,3,50,1517,155,1.629929931508333e-06,0.0001247660781602328,0.7519842299413331,0.008643219932936576,0.7441860465116279,COMPLETE,0.7441860465116279,0.008643219932936576
104,0.37209302325581395,2026-05-28 15:44:43.820989,2026-05-28 15:44:47.258254,0 days 00:00:03.437265,0.5649711421513024,0.02200207816263498,4,71,1626,163,0.0006843521227453016,0.0013715471690887643,0.5934451538318278,0.010865170940964227,0.627906976744186,COMPLETE,0.627906976744186,0.010865170940964227
105,0.2093023255813954,2026-05-28 15:44:47.258753,2026-05-28 15:44:50.574576,0 days 00:00:03.315823,0.5996149729758233,0.18426816831873175,3,53,1682,172,1.1057837256178989e-08,5.1547153208188685e-08,0.5717167808447114,0.006659592463300861,0.7906976744186046,COMPLETE,0.7906976744186046,0.006659592463300861
106,0.2790697674418605,2026-05-28 15:44:50.575083,2026-05-28 15:44:55.697649,0 days 00:00:05.122566,0.5130379630500862,0.013630308917113537,7,42,1461,186,4.376241188373036e-07,0.0007025641273199926,0.5176487856376321,0.012650098347469121,0.7209302325581395,COMPLETE,0.7209302325581395,0.012650098347469121
107,0.2325581395348837,2026-05-28 15:44:55.698903,2026-05-28 15:45:02.160493,0 days 00:00:06.461590,0.6191386776851413,0.02455077685609668,10,45,1848,228,9.075312662308983e-07,0.00044474945640018347,0.9481478379016823,0.012235351304448534,0.7674418604651163,COMPLETE,0.7674418604651163,0.012235351304448534
108,0.2325581395348837,2026-05-28 15:45:02.161028,2026-05-28 15:45:10.083941,0 days 00:00:07.922913,0.5730422061009628,0.03065405252359879,8,33,1745,176,2.7264888204336108e-05,0.00029073725866321146,0.8144537372981681,0.012456051174604094,0.7674418604651163,COMPLETE,0.7674418604651163,0.012456051174604094
109,0.2093023255813954,2026-05-28 15:45:10.088750,2026-05-28 15:45:14.285970,0 days 00:00:04.197220,0.5291398314810456,0.017099451343736798,4,22,1320,251,8.246442809428169e-05,9.644703628021056e-05,0.734678934031274,0.00730334139465215,0.7906976744186046,COMPLETE,0.7906976744186046,0.00730334139465215
110,0.2325581395348837,2026-05-28 15:45:14.287298,2026-05-28 15:45:17.548991,0 days 00:00:03.261693,0.6328217552814857,0.02843508239367709,3,39,1536,132,1.3110607133200334e-05,0.0031635706810216593,0.7960272535828364,0.012558810619127381,0.7674418604651163,COMPLETE,0.7674418604651163,0.012558810619127381
111,0.2093023255813954,2026-05-28 15:45:17.549482,2026-05-28 15:45:22.887661,0 days 00:00:05.338179,0.5366488946314479,0.06579147288187707,5,36,1706,177,3.836147065717077e-08,3.937383230491254e-06,0.6688523885767721,0.012876266634605584,0.7906976744186046,COMPLETE,0.7906976744186046,0.012876266634605584
112,0.32558139534883723,2026-05-28 15:45:22.888192,2026-05-28 15:45:27.030995,0 days 00:00:04.142803,0.7466158401204285,0.019928365826485925,4,54,1587,191,9.991091438825278e-08,3.5628537507771035e-08,0.6323539167130959,0.006033703722429032,0.6744186046511628,COMPLETE,0.6744186046511628,0.006033703722429032
113,0.2558139534883721,2026-05-28 15:45:27.031789,2026-05-28 15:45:32.397777,0 days 00:00:05.365988,0.5521678383672068,0.05643846639532951,5,32,1659,183,6.133337865804162e-08,2.1010954980965157e-06,0.7762005979418987,0.013082385272117194,0.7441860465116279,COMPLETE,0.7441860465116279,0.013082385272117194
114,0.2558139534883721,2026-05-28 15:45:32.398276,2026-05-28 15:45:36.999738,0 days 00:00:04.601462,0.5811807369780617,0.04528334974842727,4,49,1804,162,0.00012170021394588457,7.061379607721649e-06,0.7162292744398974,0.010277075208952689,0.7441860465116279,COMPLETE,0.7441860465116279,0.010277075208952689
115,0.3023255813953488,2026-05-28 15:45:37.000241,2026-05-28 15:45:40.808405,0 days 00:00:03.808164,0.5608469414964861,0.08483315710650295,3,42,1887,211,9.225257340079356e-06,1.74527691424834e-06,0.6838475274893783,0.009464178022739928,0.6976744186046512,COMPLETE,0.6976744186046512,0.009464178022739928
116,0.2558139534883721,2026-05-28 15:45:40.808916,2026-05-28 15:45:47.060947,0 days 00:00:06.252031,0.541016153433165,0.05916455311122832,6,27,1627,204,0.0002065759170480815,1.0177873063172863e-08,0.6227761546574432,0.00999090259319595,0.7441860465116279,COMPLETE,0.7441860465116279,0.00999090259319595
117,0.2558139534883721,2026-05-28 15:45:47.061469,2026-05-28 15:45:50.877869,0 days 00:00:03.816400,0.6487612224928528,0.09657882431085633,3,24,1726,173,6.277757573765776e-05,7.687695241744935e-08,0.6539309827486366,0.010887841795296059,0.7441860465116279,COMPLETE,0.7441860465116279,0.010887841795296059
118,0.2325581395348837,2026-05-28 15:45:50.878400,2026-05-28 15:45:55.415770,0 days 00:00:04.537370,0.501092019572862,0.02621071741846311,5,40,1486,149,1.7127916923670347e-08,5.027336450460079e-07,0.8934223263199601,0.014465721970975641,0.7674418604651163,COMPLETE,0.7674418604651163,0.014465721970975641
119,0.2325581395348837,2026-05-28 15:45:55.416268,2026-05-28 15:46:03.755578,0 days 00:00:08.339310,0.5227707764847922,0.07390536558960752,7,30,1965,169,3.3301043960851534e-06,1.350766393614467e-05,0.6079554357608915,0.013002993873688674,0.7674418604651163,COMPLETE,0.7674418604651163,0.013002993873688674
120,0.2558139534883721,2026-05-28 15:46:03.756115,2026-05-28 15:46:08.248238,0 days 00:00:04.492123,0.5989157583217506,0.052210428259385266,4,37,1680,141,2.8501981455743364e-05,0.0009473717431797051,0.745852728704508,0.015506092109887834,0.7441860465116279,COMPLETE,0.7441860465116279,0.015506092109887834
121,0.2558139534883721,2026-05-28 15:46:08.248781,2026-05-28 15:46:15.983359,0 days 00:00:07.734578,0.5893330484689661,0.023238574793917263,8,29,1577,154,5.936593348744267e-06,5.593198649861445,0.9783156027370331,0.015211177517697249,0.7441860465116279,COMPLETE,0.7441860465116279,0.015211177517697249
122,0.2325581395348837,2026-05-28 15:46:15.983881,2026-05-28 15:46:25.633129,0 days 00:00:09.649248,0.7039567272844905,0.020856919024510066,8,21,1755,160,1.682963628208933e-05,1.9343911963064926e-08,0.9981163561833537,0.010121224267874701,0.7674418604651163,COMPLETE,0.7674418604651163,0.010121224267874701
123,0.2558139534883721,2026-05-28 15:46:25.633654,2026-05-28 15:46:31.155964,0 days 00:00:05.522310,0.6232651310050004,0.018170899230175223,9,46,1614,166,4.541293464197087e-05,2.9015994789867814,0.9452671008563115,0.009922112340052932,0.7441860465116279,COMPLETE,0.7441860465116279,0.009922112340052932
124,0.2790697674418605,2026-05-28 15:46:31.156494,2026-05-28 15:46:38.436426,0 days 00:00:07.279932,0.5745313384470363,0.03469654149195543,7,35,1701,180,8.168053723634127e-06,0.9906651345938184,0.5890446715950578,0.013735781372195612,0.7209302325581395,COMPLETE,0.7209302325581395,0.013735781372195612
125,0.18604651162790697,2026-05-28 15:46:38.436946,2026-05-28 15:46:48.293799,0 days 00:00:09.856853,0.6854184800094745,0.015417554814554923,9,19,1547,188,2.927383558483836e-07,2.402199264670213,0.6370400521788142,0.011930874603657859,0.813953488372093,COMPLETE,0.813953488372093,0.011930874603657859
126,0.2790697674418605,2026-05-28 15:46:48.295093,2026-05-28 15:46:57.920513,0 days 00:00:09.625420,0.6068517140629611,0.015334846884423492,9,15,1422,187,6.326001061385194e-07,4.298363952831443,0.6361104911648511,0.013165126842082155,0.7209302325581395,COMPLETE,0.7209302325581395,0.013165126842082155
127,0.2093023255813954,2026-05-28 15:46:57.921776,2026-05-28 15:47:02.923628,0 days 00:00:05.001852,0.512828162851636,0.038675268423776055,10,51,1652,197,3.207647467259448e-07,6.172811998906129,0.6416862198237869,0.0065592591590063025,0.7906976744186046,COMPLETE,0.7906976744186046,0.0065592591590063025
128,0.34883720930232553,2026-05-28 15:47:02.924122,2026-05-28 15:47:12.876223,0 days 00:00:09.952101,0.7202709824994775,0.01097737026981055,9,18,1547,191,1.3192541024857308e-07,9.50466243694716,0.6630195779729726,0.015570148912163675,0.6511627906976745,COMPLETE,0.6511627906976745,0.015570148912163675
129,0.2790697674418605,2026-05-28 15:47:12.877569,2026-05-28 15:47:15.984055,0 days 00:00:03.106486,0.661905827533814,0.0325792891552637,3,44,1487,201,7.988886341441037e-08,3.147519582181285e-05,0.9308495604123878,0.010672176869024929,0.7209302325581395,COMPLETE,0.7209302325581395,0.010672176869024929
130,0.2093023255813954,2026-05-28 15:47:15.984577,2026-05-28 15:47:22.556590,0 days 00:00:06.572013,0.7974332574128318,0.07649006044890184,5,25,1811,217,4.1363089730796505e-08,0.016333944333376794,0.5612401070342472,0.0089968755303305,0.7906976744186046,COMPLETE,0.7906976744186046,0.0089968755303305
131,0.3023255813953488,2026-05-28 15:47:22.557116,2026-05-28 15:47:30.612521,0 days 00:00:08.055405,0.6966239387251166,0.019451403952149445,8,28,1603,182,1.8246261208988423e-07,8.981800057615416,0.9645679110985695,0.01482393786575367,0.6976744186046512,COMPLETE,0.6976744186046512,0.01482393786575367
132,0.2558139534883721,2026-05-28 15:47:30.613046,2026-05-28 15:47:39.168940,0 days 00:00:08.555894,0.6856360984077841,0.01203167221321984,8,31,1766,158,3.987917155381089e-06,0.6764886315977784,0.9537242627435979,0.014019463240479714,0.7441860465116279,COMPLETE,0.7441860465116279,0.014019463240479714
133,0.3023255813953488,2026-05-28 15:47:39.169467,2026-05-28 15:47:43.218135,0 days 00:00:04.048668,0.613073750128549,0.012970978077884153,3,23,1639,136,0.08697667971166298,2.085007752739227,0.6265781561653132,0.010923133089322032,0.6976744186046512,COMPLETE,0.6976744186046512,0.010923133089322032
134,0.2558139534883721,2026-05-28 15:47:43.218656,2026-05-28 15:47:50.984508,0 days 00:00:07.765852,0.6370250466189054,0.022481185633813208,6,10,1567,114,1.5342642191148994e-06,1.9160768344864851,0.6145398208991533,0.009297223606321297,0.7441860465116279,COMPLETE,0.7441860465116279,0.009297223606321297
135,0.2790697674418605,2026-05-28 15:47:50.985049,2026-05-28 15:47:56.183975,0 days 00:00:05.198926,0.6661720916392141,0.017125416398795418,15,20,699,174,1.860530989889767e-05,0.0004803575807747907,0.9174070526368738,0.00954593012813284,0.7209302325581395,COMPLETE,0.7209302325581395,0.00954593012813284
136,0.2093023255813954,2026-05-28 15:47:56.185336,2026-05-28 15:48:07.078784,0 days 00:00:10.893448,0.5495617750243458,0.021040259038116044,9,15,1710,145,2.397452297158778e-06,0.00019925277071437553,0.7860598759010456,0.008073685340735432,0.7906976744186046,COMPLETE,0.7906976744186046,0.008073685340735432
137,0.37209302325581395,2026-05-28 15:48:07.079306,2026-05-28 15:48:11.596625,0 days 00:00:04.517319,0.7731013308333333,0.2540110754504133,4,39,1517,167,6.266278268959794e-06,6.706937456836741,0.6036855343906599,0.014541990029195113,0.627906976744186,COMPLETE,0.627906976744186,0.014541990029195113
138,0.2325581395348837,2026-05-28 15:48:11.597153,2026-05-28 15:48:17.326332,0 days 00:00:05.729179,0.5887823274478565,0.06833927504440773,7,33,1356,36,2.614591782411873e-07,0.0021327606008207695,0.8201244071566804,0.01116904596794641,0.7674418604651163,COMPLETE,0.7674418604651163,0.01116904596794641
139,0.2325581395348837,2026-05-28 15:48:17.326902,2026-05-28 15:48:21.662854,0 days 00:00:04.335952,0.7289801931734542,0.024852504980392293,3,27,1842,242,9.145659709404127e-05,5.320829219855525e-05,0.7608237452724153,0.010514370232160033,0.7674418604651163,COMPLETE,0.7674418604651163,0.010514370232160033
140,0.2558139534883721,2026-05-28 15:48:21.663772,2026-05-28 15:48:27.715273,0 days 00:00:06.051501,0.7423296760597881,0.06233671686991105,8,48,1679,236,4.6875291012355734e-05,2.8215112926621653e-08,0.5458871511750685,0.010553653338074759,0.7441860465116279,COMPLETE,0.7441860465116279,0.010553653338074759
141,0.2558139534883721,2026-05-28 15:48:27.715801,2026-05-28 15:48:35.022380,0 days 00:00:07.306579,0.6033764141767021,0.014311760903728023,7,22,1459,125,5.588748380442988e-07,0.04055241774752757,0.9230968270152916,0.008537830889357544,0.7441860465116279,COMPLETE,0.7441860465116279,0.008537830889357544
142,0.2558139534883721,2026-05-28 15:48:35.022910,2026-05-28 15:48:42.517780,0 days 00:00:07.494870,0.5659216334813673,0.015423893184301665,6,19,1603,131,1.2626212501339125e-06,1.651404899210183,0.9303746199690973,0.010304809074699776,0.7441860465116279,COMPLETE,0.7441860465116279,0.010304809074699776
143,0.18604651162790697,2026-05-28 15:48:42.518310,2026-05-28 15:48:47.171570,0 days 00:00:04.653260,0.5826088870165673,0.01669874308680979,5,26,1236,99,9.261039877469215e-07,0.3060522815497776,0.9358270634888588,0.00813259801313231,0.813953488372093,COMPLETE,0.813953488372093,0.00813259801313231
144,0.2558139534883721,2026-05-28 15:48:47.172087,2026-05-28 15:48:49.694126,0 days 00:00:02.522039,0.5777522083840492,0.019205192259024666,3,25,1026,90,3.815809784686919e-07,0.1885977709718558,0.9654498254082511,0.009886409476872113,0.7441860465116279,COMPLETE,0.7441860465116279,0.009886409476872113
145,0.2558139534883721,2026-05-28 15:48:49.694645,2026-05-28 15:48:56.277487,0 days 00:00:06.582842,0.5919828025873257,0.016486433237124908,5,29,1749,177,9.62707074823724e-08,3.853649907545647,0.9061300318309501,0.014512729554977373,0.7441860465116279,COMPLETE,0.7441860465116279,0.014512729554977373
146,0.41860465116279066,2026-05-28 15:48:56.278232,2026-05-28 15:49:00.351716,0 days 00:00:04.073484,0.561961268228867,0.020194894559048014,4,57,1635,101,1.0495019774836579e-06,0.2907600717770712,0.8662054591137998,0.007580988859523418,0.5813953488372093,COMPLETE,0.5813953488372093,0.007580988859523418
147,0.2093023255813954,2026-05-28 15:49:00.352204,2026-05-28 15:49:02.970118,0 days 00:00:02.617914,0.5299490402245222,0.018279046203341604,3,37,1178,151,1.002051929043794e-05,0.10565289714979226,0.8060849640540776,0.013117975182757792,0.7906976744186046,COMPLETE,0.7906976744186046,0.013117975182757792
148,0.2790697674418605,2026-05-28 15:49:02.970617,2026-05-28 15:49:05.962147,0 days 00:00:02.991530,0.6161588766669723,0.023535001035251156,4,60,1243,83,2.150431705486808e-06,0.0003329759432997748,0.7676945673457358,0.0069893905810198016,0.7209302325581395,COMPLETE,0.7209302325581395,0.0069893905810198016
149,0.2325581395348837,2026-05-28 15:49:05.962658,2026-05-28 15:49:09.270599,0 days 00:00:03.307941,0.5415875621536218,0.02197198997253264,5,34,988,78,0.0002042599383392499,2.0766110051735712e-07,0.9537901402803768,0.012717539890211384,0.7674418604651163,COMPLETE,0.7674418604651163,0.012717539890211384
150,0.2093023255813954,2026-05-28 15:49:09.271086,2026-05-28 15:49:14.222227,0 days 00:00:04.951141,0.5742673029852623,0.027991742008837413,6,31,1272,185,1.8287447325098907e-07,1.0831155676540146e-07,0.9923141943920664,0.012877020067256773,0.7906976744186046,COMPLETE,0.7906976744186046,0.012877020067256773
151,0.2325581395348837,2026-05-28 15:49:14.222765,2026-05-28 15:49:19.095205,0 days 00:00:04.872440,0.5987885455152144,0.01596508167715061,6,26,1116,124,3.635642179373102e-06,0.8849743346434298,0.6481699307298739,0.00851284609086573,0.7674418604651163,COMPLETE,0.7674418604651163,0.00851284609086573
152,0.2325581395348837,2026-05-28 15:49:19.095719,2026-05-28 15:49:27.700239,0 days 00:00:08.604520,0.5845874102326621,0.014752862521287241,8,21,1531,106,6.850631854588491e-07,0.4129798249350125,0.9435888463142054,0.009860644185184498,0.7674418604651163,COMPLETE,0.7674418604651163,0.009860644185184498
153,0.2093023255813954,2026-05-28 15:49:27.700769,2026-05-28 15:49:32.295801,0 days 00:00:04.595032,0.6248504531989182,0.018734272492857876,5,24,1206,141,0.0004929566931819813,0.0007121552094513094,0.9415479701852818,0.009114556964726885,0.7906976744186046,COMPLETE,0.7906976744186046,0.009114556964726885
154,0.2558139534883721,2026-05-28 15:49:32.296324,2026-05-28 15:49:36.116403,0 days 00:00:03.820079,0.6465140434999641,0.013406141029342402,6,41,1086,164,1.1163830058754876e-06,9.535213483513532,0.98032299360465,0.01395752844896352,0.7441860465116279,COMPLETE,0.7441860465116279,0.01395752844896352
155,0.2325581395348837,2026-05-28 15:49:36.116927,2026-05-28 15:49:46.130000,0 days 00:00:10.013073,0.9958369040780326,0.017187115964801998,7,17,1585,65,5.1386902158666236e-08,1.643977391846022e-08,0.7804624636286904,0.008983355764646607,0.7674418604651163,COMPLETE,0.7674418604651163,0.008983355764646607
156,0.4651162790697675,2026-05-28 15:49:46.130579,2026-05-28 15:49:48.581002,0 days 00:00:02.450423,0.5954722626201245,0.07923875200763263,3,89,1441,229,3.699121990790221e-07,0.00014250859624130954,0.9576553360521087,0.018588559754022734,0.5348837209302325,COMPLETE,0.5348837209302325,0.018588559754022734
157,0.2558139534883721,2026-05-28 15:49:48.581495,2026-05-28 15:49:53.291863,0 days 00:00:04.710368,0.551228295301228,0.13614481263149533,4,27,1668,113,1.295886255215726e-05,1.329205842126477,0.9377175020245803,0.012279323200039577,0.7441860465116279,COMPLETE,0.7441860465116279,0.012279323200039577
158,0.2325581395348837,2026-05-28 15:49:53.292402,2026-05-28 15:49:57.255398,0 days 00:00:03.962996,0.580447557618581,0.02089995864947977,3,32,1723,99,2.617573419657414e-06,2.6263598271931543,0.5822073513078408,0.013507254943987988,0.7674418604651163,COMPLETE,0.7674418604651163,0.013507254943987988
159,0.32558139534883723,2026-05-28 15:49:57.255916,2026-05-28 15:50:02.704712,0 days 00:00:05.448796,0.6083533622973178,0.026227951135507816,7,43,1497,194,3.447740730039812e-05,3.0546028272427903e-07,0.7543819108877632,0.012348560676985885,0.6744186046511628,COMPLETE,0.6744186046511628,0.012348560676985885
160,0.18604651162790697,2026-05-28 15:50:02.705508,2026-05-28 15:50:06.534539,0 days 00:00:03.829031,0.5086710584152455,0.017939899684799476,4,53,1556,173,5.582098752657885e-06,0.0015949479254479476,0.6310217515389861,0.0074195371121504716,0.813953488372093,COMPLETE,0.813953488372093,0.0074195371121504716
161,0.2790697674418605,2026-05-28 15:50:06.535044,2026-05-28 15:50:10.289421,0 days 00:00:03.754377,0.5100272223942165,0.016186612203310143,4,54,1534,173,7.152626981706252e-06,0.0016730563555803913,0.6400524903030168,0.006431433555690296,0.7209302325581395,COMPLETE,0.7209302325581395,0.006431433555690296
162,0.2558139534883721,2026-05-28 15:50:10.289906,2026-05-28 15:50:13.120217,0 days 00:00:02.830311,0.5196165141950254,0.018136589782777886,3,51,1383,155,4.438943846712481e-06,0.029293103601843496,0.627435116184873,0.0070596830955551425,0.7441860465116279,COMPLETE,0.7441860465116279,0.0070596830955551425
163,0.18604651162790697,2026-05-28 15:50:13.120706,2026-05-28 15:50:17.715007,0 days 00:00:04.594301,0.5040355623582439,0.01982335414902685,4,23,1559,182,2.1813332202597736e-05,0.0009611245358893833,0.5282462687625497,0.0070301044093340394,0.813953488372093,COMPLETE,0.813953488372093,0.0070301044093340394
164,0.2325581395348837,2026-05-28 15:50:17.715507,2026-05-28 15:50:22.286035,0 days 00:00:04.570528,0.5029305452427524,0.019916849298721388,4,29,1622,181,2.039514312962551e-05,0.000552419669099366,0.5113898788701132,0.011996924108085668,0.7674418604651163,COMPLETE,0.7674418604651163,0.011996924108085668
165,0.2093023255813954,2026-05-28 15:50:22.286532,2026-05-28 15:50:26.597293,0 days 00:00:04.310761,0.5228454522647903,0.023095880214280648,4,47,1681,170,2.7405933817132642e-05,0.0014585830707427021,0.5278658570150814,0.00953845689348842,0.7906976744186046,COMPLETE,0.7906976744186046,0.00953845689348842
166,0.2325581395348837,2026-05-28 15:50:26.597787,2026-05-28 15:50:31.921951,0 days 00:00:05.324164,0.5143008828710017,0.04185045331999223,5,23,1560,178,1.1788142100187094e-05,0.00026566649772717524,0.5357621757902654,0.007299302281869598,0.7674418604651163,COMPLETE,0.7674418604651163,0.007299302281869598
167,0.2558139534883721,2026-05-28 15:50:31.922482,2026-05-28 15:50:35.930672,0 days 00:00:04.008190,0.5005070490476625,0.021760247784660538,4,53,1644,187,7.418491241279379e-05,0.0008405695571560778,0.5050618115792022,0.006986083316707704,0.7441860465116279,COMPLETE,0.7441860465116279,0.006986083316707704
168,0.2790697674418605,2026-05-28 15:50:35.931153,2026-05-28 15:50:39.770620,0 days 00:00:03.839467,0.5282687265123651,0.024507397196563415,3,36,1788,162,0.00031016292453807696,0.0011485508816568297,0.5227036576925433,0.012793297515997743,0.7209302325581395,COMPLETE,0.7209302325581395,0.012793297515997743
169,0.2558139534883721,2026-05-28 15:50:39.771131,2026-05-28 15:50:44.053121,0 days 00:00:04.281990,0.5351053103582257,0.01793325809590517,4,39,1585,169,5.6642118268186525e-06,0.0006100513515971504,0.5996175903628593,0.015581351643041946,0.7441860465116279,COMPLETE,0.7441860465116279,0.015581351643041946
170,0.34883720930232553,2026-05-28 15:50:44.053609,2026-05-28 15:50:47.545290,0 days 00:00:03.491681,0.7162836978585302,0.06252166380812295,3,56,1696,191,1.3420637237440087e-07,0.0004090072819782272,0.6156172588712597,0.009538776010227148,0.6511627906976745,COMPLETE,0.6511627906976745,0.009538776010227148
171,0.2325581395348837,2026-05-28 15:50:47.545829,2026-05-28 15:50:55.604002,0 days 00:00:08.058173,0.5102595785712909,0.019464096940450825,8,19,1482,180,1.7329151314823298e-05,0.008771883453815675,0.6305998872063275,0.009482222306410671,0.7674418604651163,COMPLETE,0.7674418604651163,0.009482222306410671
172,0.2093023255813954,2026-05-28 15:50:55.604809,2026-05-28 15:51:04.995753,0 days 00:00:09.390944,0.5723149892393962,0.016967428160995012,11,25,1563,175,0.00015343918034311987,1.039096027860356e-06,0.7897902258250862,0.00913176338507564,0.7906976744186046,COMPLETE,0.7906976744186046,0.00913176338507564
173,0.2558139534883721,2026-05-28 15:51:04.996303,2026-05-28 15:51:10.780597,0 days 00:00:05.784294,0.5406836435957586,0.021394806996277518,5,21,1520,148,4.51327127787775e-05,0.00022767005017305638,0.6534557286061436,0.008626993847829882,0.7441860465116279,COMPLETE,0.7441860465116279,0.008626993847829882
174,0.2325581395348837,2026-05-28 15:51:10.781290,2026-05-28 15:51:19.758213,0 days 00:00:08.976923,0.5629355849932508,0.014115896034023719,10,27,1619,223,3.2629165755004256e-06,0.004975454126039172,0.8344165527859297,0.008953773494774322,0.7674418604651163,COMPLETE,0.7674418604651163,0.008953773494774322
175,0.2558139534883721,2026-05-28 15:51:19.758734,2026-05-28 15:51:25.954037,0 days 00:00:06.195303,0.5896280187781475,0.07130685010618083,5,23,1739,157,1.9917356923007088e-06,5.457589030274653,0.6230017494990456,0.014250181851370771,0.7441860465116279,COMPLETE,0.7441860465116279,0.014250181851370771
176,0.13953488372093026,2026-05-28 15:51:25.954539,2026-05-28 15:51:30.809800,0 days 00:00:04.855261,0.6025543436672339,0.020054617307864002,4,30,1664,187,2.443367601025133e-07,0.0009370462389523208,0.6367117410714839,0.012185327733101938,0.8604651162790697,COMPLETE,0.8604651162790697,0.012185327733101938
177,0.2093023255813954,2026-05-28 15:51:30.810323,2026-05-28 15:51:35.706796,0 days 00:00:04.896473,0.6895152816179705,0.020591065105201627,4,30,1662,196,2.0854781545373002e-07,0.0010533086368836283,0.6374133664046121,0.011778089949878518,0.7906976744186046,COMPLETE,0.7906976744186046,0.011778089949878518
178,0.3023255813953488,2026-05-28 15:51:35.707313,2026-05-28 15:51:40.365270,0 days 00:00:04.657957,0.6178530992707127,0.04864152129846197,4,34,1706,187,7.478117972376555e-08,0.0022765694542127893,0.6627518017447397,0.013679487789472486,0.6976744186046512,COMPLETE,0.6976744186046512,0.013679487789472486
179,0.2325581395348837,2026-05-28 15:51:40.365809,2026-05-28 15:51:45.412054,0 days 00:00:05.046245,0.5541946077844618,0.029699769131701494,4,28,1768,183,8.113311529371364e-06,0.00039240835296026444,0.6457390383551216,0.009803151351656903,0.7674418604651163,COMPLETE,0.7674418604651163,0.009803151351656903
180,0.2325581395348837,2026-05-28 15:51:45.413325,2026-05-28 15:51:53.626903,0 days 00:00:08.213578,0.5210690616619112,0.022861468225947267,12,30,1612,206,2.656216988772444e-07,5.27828798689885e-08,0.6765105906753726,0.013286512428870505,0.7674418604651163,COMPLETE,0.7674418604651163,0.013286512428870505
181,0.2790697674418605,2026-05-28 15:51:53.627445,2026-05-28 15:51:57.392226,0 days 00:00:03.764781,0.6047416719500313,0.015783499767861683,3,25,1586,174,1.486687289244227e-07,8.472381123696908e-05,0.615732242877645,0.009155370280177912,0.7209302325581395,COMPLETE,0.7209302325581395,0.009155370280177912
182,0.2325581395348837,2026-05-28 15:51:57.392754,2026-05-28 15:52:02.701219,0 days 00:00:05.308465,0.5988090942051214,0.019274345932684563,9,49,1668,190,5.648812460083599e-07,0.0008746434189019581,0.7707753350221136,0.009555083974228105,0.7674418604651163,COMPLETE,0.7674418604651163,0.009555083974228105
