data_date,biz_top4_ship_total,biz_Rio_ratio,biz_BHP_ratio,biz_FMG_ratio,biz_Vale_ratio,biz_inv_discharge_ratio,biz_util_change,biz_util_MA7,biz_util_MA30,biz_util_trend,biz_ore_daily_return,biz_ore_vol_30d,biz_steel_ore_spread,biz_steel_ore_ratio,biz_profit_change,biz_profit_MA7,biz_scrap_spread,biz_scrap_arrive,biz_arrival_change_7d,biz_au_ship_change_7d
data_date,四大矿山发运总量,Rio占四大矿山比,BHP占四大矿山比,FMG占四大矿山比,Vale占四大矿山比,库存_疏港量比率,产能利用率日度变化,产能利用率MA7,产能利用率MA30,产能利用率趋势,铁矿石日度收益率,铁矿石30日波动率,普钢_铁矿石价差,普钢_铁矿石比价,高炉利润日度变化,高炉利润MA7,废钢铁水价差,废钢到货量,到港量7日变化,澳洲发货7日变化
2015/12/25,,,,,,1.000000,,,,,,,2005.810059,52.273262,,,,,,
2015/12/26,,,,,,1.000000,0.000000,,,,0.000000,,2005.810059,52.273262,,,,,,
2015/12/27,,,,,,1.000000,0.000000,76.519997,,,0.000000,,2005.810059,52.273262,,,,,,
2015/12/28,,,,,,1.000000,0.000000,76.519997,,,0.000767,,2007.260010,52.271008,,,,,,
2015/12/29,,,,,,1.000000,0.000000,76.519997,,,0.004087,,2012.930054,52.206562,,,,,,
2015/12/30,,,,,,1.000000,0.000000,76.519997,,,0.000000,,2029.079834,52.617393,,,,,,
2015/12/31,,,,,,1.000000,0.000000,76.519997,,,0.006868,,2040.650024,52.557606,,,,,,
2016/1/1,,,,,,1.000000,1.430000,76.724289,,,0.000000,,2040.650024,52.557606,,,,,-1.000000,-298.500000
2016/1/2,,,,,,1.000000,0.000000,76.928574,,,0.000000,,2040.650024,52.557606,,,,,-1.000000,-298.500000
2016/1/3,,,,,,1.000000,0.000000,77.132858,76.948997,1.002389,0.000000,,2040.650024,52.557606,,,,,-1.000000,-298.500000
2016/1/4,,,,,,1.000000,0.000000,77.337143,77.040001,1.003857,0.053562,0.016691,2080.280029,50.886810,,,,,-1.000000,-298.500000
2016/1/5,,,,,,1.000000,0.000000,77.541428,77.115837,1.005519,-0.004317,0.016168,2093.449951,51.420280,,,,,-1.000000,-298.500000
2016/1/6,,,,,,1.000000,0.000000,77.745712,77.180000,1.007330,-0.014451,0.016461,2094.870117,52.194283,,,,,-1.000000,-298.500000
2016/1/7,,,,,,1.000000,0.000000,77.949997,77.235001,1.009257,0.000733,0.015784,2090.229980,52.043468,,,,,-1.000000,-298.500000
2016/1/8,,,,,,1.000000,1.130000,78.111427,77.358002,1.009740,-0.008059,0.015484,2085.129883,52.332596,,,,,,20.600000
2016/1/9,,,,,,1.000000,0.000000,78.272858,77.465622,1.010421,0.000000,0.014938,2085.129883,52.332596,,,,,13.000000,20.600000
2016/1/10,,,,,,1.000000,0.000000,78.434288,77.560585,1.011265,0.000000,0.014446,2085.129883,52.332596,,,,,13.000000,20.600000
2016/1/11,,,,,,1.000000,0.000000,78.595711,77.644997,1.012244,-0.015756,0.014668,2077.419922,52.961479,,,,,13.000000,20.600000
2016/1/12,,,,,,1.000000,0.000000,78.757141,77.720528,1.013338,-0.012506,0.014601,2070.850098,53.453140,,,,,13.000000,20.600000
2016/1/13,,,,,,1.000000,0.000000,78.918571,77.788498,1.014528,0.010132,0.014357,2064.189941,52.760029,,,,,13.000000,20.600000
2016/1/14,,,,,,1.000000,0.000000,79.080002,77.849998,1.015800,0.006269,0.014022,2061.270020,52.364815,,,,,13.000000,20.600000
2016/1/15,,,,,,1.000000,-0.580000,78.997147,77.879547,1.014350,0.007974,0.013743,2064.170166,52.030167,,,,,,-15.700000
2016/1/16,,,,,,1.000000,0.000000,78.914284,77.906525,1.012936,0.000000,0.013416,2064.170166,52.030167,,,,,-11.000000,-15.700000
2016/1/17,,,,,,1.000000,0.000000,78.831429,77.931252,1.011551,0.000000,0.013112,2064.170166,52.030167,,,,,-11.000000,-15.700000
2016/1/18,,,,,,1.000000,0.000000,78.748573,77.954002,1.010193,0.033375,0.014377,2078.020020,50.713398,,,,,-11.000000,-15.700000
2016/1/19,,,,,,1.000000,0.000000,78.665718,77.974998,1.008858,-0.006938,0.014210,2085.469971,51.240185,,,,,-11.000000,-15.700000
2016/1/20,,,,,,1.000000,0.000000,78.582855,77.994446,1.007544,-0.018791,0.014534,2085.750000,52.209183,,,,,-11.000000,-15.700000
2016/1/21,,,,,,1.000000,0.000000,78.500000,78.012497,1.006249,0.004665,0.014263,2081.979980,51.879276,,,,,-11.000000,-15.700000
2016/1/22,,,,,,1.000000,-0.680000,78.402855,78.005859,1.005089,0.003666,0.014001,2077.340088,51.580471,,,,,,22.600000
2016/1/23,,,,,,1.000000,0.000000,78.305717,77.999664,1.003924,0.000000,0.013753,2077.340088,51.580471,,,,,-1.000000,22.600000
2016/1/24,,,,,,1.000000,0.000000,78.208572,78.042999,1.002122,0.000000,0.013518,2077.340088,51.580471,,,,,-1.000000,22.600000
2016/1/25,,,,,,1.000000,0.000000,78.111427,78.086334,1.000321,-0.002678,0.013538,2074.169922,51.638912,,,,,-1.000000,22.600000
2016/1/26,,,,,,1.000000,0.000000,78.014282,78.129669,0.998523,0.001709,0.013535,2073.590088,51.538391,,,,,-1.000000,22.600000
2016/1/27,,,,,,1.000000,0.000000,77.917145,78.172997,0.996727,0.002925,0.013536,2072.570068,51.366222,,,,,-1.000000,22.600000
2016/1/28,,,,,,1.000000,0.000000,77.820000,78.216331,0.994933,0.000729,0.013529,2072.370117,51.324673,,,,,-1.000000,22.600000
2016/1/29,,,,,,1.000000,0.410000,77.878571,78.273331,0.994957,-0.000243,0.013530,2072.149902,51.331551,,,,,-2.000000,
2016/1/30,,,,,,1.000000,0.000000,77.937141,78.330330,0.994980,0.000000,0.013497,2072.149902,51.331551,,,,,-2.000000,-486.000000
2016/1/31,,,,,,1.000000,0.000000,77.995712,78.339668,0.995609,0.000000,0.013497,2072.149902,51.331551,,,,,-2.000000,-486.000000
2016/2/1,,,,,,1.000000,0.000000,78.054283,78.348999,0.996238,0.038135,0.015065,2069.909912,49.430275,,,,,-2.000000,-486.000000
2016/2/2,,,,,,1.000000,0.000000,78.112854,78.358330,0.996867,0.013102,0.015175,2068.969971,48.782219,,,,,-2.000000,-486.000000
2016/2/3,,,,,,1.000000,0.000000,78.171425,78.367668,0.997496,0.006236,0.011843,2068.870117,48.483818,,,,,-2.000000,-486.000000
2016/2/4,,,,,,1.000000,0.000000,78.230003,78.376999,0.998124,0.015607,0.012060,2068.149902,47.737854,,,,,-2.000000,-486.000000
2016/2/5,,,,,,1.000000,0.000000,78.230003,78.386330,0.998006,-0.004520,0.011719,2068.320312,47.953922,,,,,5.000000,
2016/2/6,,,,,,1.000000,0.000000,78.230003,78.395668,0.997887,0.000000,0.011724,2068.320312,47.953922,,,,,5.000000,328.500000
2016/2/7,,,,,,1.000000,0.000000,78.230003,78.367332,0.998248,0.000000,0.011564,2068.320312,47.953922,,,,,5.000000,328.500000
2016/2/8,,,,,,1.000000,0.000000,78.230003,78.338997,0.998609,0.004540,0.011557,2068.120117,47.737179,,,,,5.000000,328.500000
2016/2/9,,,,,,1.000000,0.000000,78.230003,78.310669,0.998970,-0.011299,0.011836,2068.620117,48.282749,,,,,5.000000,328.500000
2016/2/10,,,,,,1.000000,0.000000,78.230003,78.282333,0.999332,-0.012800,0.011690,2069.180176,48.908779,,,,,5.000000,328.500000
2016/2/11,,,,,,1.000000,0.000000,78.230003,78.253998,0.999693,-0.004399,0.011418,2069.370117,49.124889,,,,,5.000000,328.500000
2016/2/12,,,,,,1.000000,-0.230000,78.197144,78.218002,0.999733,0.000000,0.011347,2069.370117,49.124889,,,,,-2.000000,116.000000
2016/2/13,,,,,,1.000000,0.000000,78.164284,78.181999,0.999773,0.000000,0.011334,2069.370117,49.124889,,,,,-2.000000,116.000000
2016/2/14,,,,,,1.000000,0.000000,78.131432,78.165337,0.999566,0.000000,0.011291,2069.570068,49.129536,,,,,-2.000000,116.000000
2016/2/15,,,,,,1.000000,0.000000,78.098572,78.148666,0.999359,0.039302,0.013164,2071.469971,47.351982,,,,,-2.000000,116.000000
2016/2/16,,,,,,1.000000,0.000000,78.065712,78.132004,0.999152,-0.001343,0.013178,2077.189941,47.542461,,,,,-2.000000,116.000000
2016/2/17,,,,,,1.000000,0.000000,78.032860,78.115334,0.998944,0.002017,0.011897,2087.840088,47.686939,,,,,-2.000000,116.000000
2016/2/18,,,,,,1.000000,0.000000,78.000000,78.098663,0.998737,0.011181,0.011871,2099.409912,47.426579,,,,,-2.000000,116.000000
2016/2/19,,,,,,,-0.080000,77.988571,78.079330,0.998838,0.019018,0.011487,2105.780273,46.698357,,,,,-5.000000,-7.200000
2016/2/20,,,,,,1.000000,0.000000,77.977142,78.059998,0.998939,0.000000,0.011512,2105.780273,46.698357,,,,,-5.000000,-7.200000
2016/2/21,,,,,,1.000000,0.000000,77.965714,78.063332,0.998749,0.000000,0.011535,2105.780273,46.698357,,,,,-5.000000,-7.200000
2016/2/22,,,,,,1.000000,0.000000,77.954285,78.066666,0.998560,0.014540,0.011670,2137.600098,46.724064,,,,,-5.000000,-7.200000
2016/2/23,,,,,,1.000000,0.000000,77.942856,78.070000,0.998371,-0.000856,0.011682,2152.989990,47.092701,,,,,-5.000000,-7.200000
2016/2/24,,,,,,1.000000,0.000000,77.931427,78.073334,0.998182,-0.002783,0.011684,2155.419922,47.273506,,,,,-5.000000,-7.200000
2016/2/25,,,,,,1.000000,0.000000,77.919998,78.076668,0.997993,-0.003435,0.011762,2155.850098,47.442265,,,,,-5.000000,-7.200000
2016/2/26,,,,,,1.000000,0.130000,77.938568,78.084335,0.998133,0.001723,0.011769,2154.899902,47.341934,,,,,7.000000,172.899994
2016/2/27,,,,,,1.000000,0.000000,77.957146,78.092003,0.998273,0.000000,0.011777,2154.899902,47.341934,,,,,7.000000,172.899994
2016/2/28,,,,,,1.000000,0.000000,77.975716,78.085999,0.998588,0.000000,0.011774,2154.899902,47.341934,,,,,7.000000,172.899994
2016/2/29,,,,,,1.000000,0.000000,77.994286,78.080002,0.998902,-0.003656,0.011837,2152.809814,47.466866,,,,,7.000000,172.899994
2016/3/1,,,,,,1.000000,0.000000,78.012856,78.073997,0.999217,0.059357,0.015528,2161.320068,45.036674,,,,,7.000000,172.899994
2016/3/2,,,,,,1.000000,0.000000,78.031425,78.068001,0.999532,0.034434,0.015277,2183.760010,44.012802,,,,,7.000000,172.899994
2016/3/3,,,,,,1.000000,0.000000,78.050003,78.061996,0.999846,-0.014576,0.015656,2208.500000,45.143513,,,,,7.000000,172.899994
2016/3/4,,,,,,1.000000,,78.050003,78.056206,0.999921,0.039376,0.016872,2223.620117,43.761929,,,,,-3.000000,-121.199997
2016/3/5,,,,,,1.000000,,78.544998,78.152412,1.005023,0.000000,0.016808,2223.620117,43.761929,,,,,-3.000000,-121.199997
2016/3/6,,,,,,1.000000,0.000000,79.040001,78.248619,1.010114,0.000000,0.016735,2223.620117,43.761929,,,,,-3.000000,-121.199997
2016/3/7,,,,,,1.000000,0.000000,79.535004,78.344826,1.015192,,0.016996,,,,,,,-3.000000,-121.199997
2016/3/8,,,,,,1.000000,0.000000,80.029999,78.441032,1.020257,,0.017269,,,,,,,-3.000000,-121.199997
2016/3/9,,,,,,1.000000,0.000000,80.525002,78.537239,1.025310,-0.019940,0.017956,2589.800049,47.629456,,,,,-3.000000,-121.199997
2016/3/10,,,,,,1.000000,0.000000,81.019997,78.633446,1.030350,-0.004681,0.017774,2568.449951,47.462555,,,,,-3.000000,-121.199997
2016/3/11,,,,,,1.000000,0.410000,81.078575,78.743790,1.029650,-0.014110,0.017825,2546.260010,47.720367,,,,,2.000000,-111.300003
2016/3/12,,,,,,1.000000,0.000000,81.137146,78.854141,1.028952,0.000000,0.017755,2546.260010,47.720367,,,,,2.000000,-111.300003
2016/3/13,,,,,,1.000000,0.000000,81.195717,78.972412,1.028153,0.000000,0.017755,2546.260010,47.720367,,,,,2.000000,-111.300003
2016/3/14,,,,,,1.000000,0.000000,81.254288,79.090691,1.027356,-0.009725,0.017962,2485.140137,47.046696,,,,,2.000000,-111.300003
2016/3/15,,,,,,1.000000,0.000000,81.312859,79.208969,1.026561,-0.018899,0.018511,2457.540039,47.412464,,,,,2.000000,-111.300003
2016/3/16,,,,,,1.000000,0.000000,81.371429,79.327240,1.025769,0.026440,0.017761,2413.639893,45.409199,,,,,2.000000,-111.300003
2016/3/17,,,,,,1.000000,0.000000,81.430000,79.445518,1.024979,0.011040,0.017775,2417.360107,44.991993,,,,,2.000000,-111.300003
2016/3/18,,,,,,1.000000,0.290000,81.471428,79.573792,1.023847,0.013103,0.017841,2467.280029,45.319740,,,,,0.000000,207.399994
2016/3/19,,,,,,1.000000,0.000000,81.512856,79.702072,1.022719,0.000000,0.017820,2467.280029,45.319740,,,,,0.000000,207.399994
2016/3/20,,,,,,1.000000,0.000000,81.554283,79.833107,1.021560,0.000000,0.017608,2467.280029,45.319740,,,,,0.000000,207.399994
2016/3/21,,,,,,1.000000,0.000000,81.595711,79.964134,1.020404,0.001078,0.017601,2502.179932,45.898258,,,,,0.000000,207.399994
2016/3/22,,,,,,1.000000,0.000000,81.637146,80.095169,1.019252,0.000718,0.017595,2515.590088,46.106514,,,,,0.000000,207.399994
2016/3/23,,,,,,1.000000,0.000000,81.678574,80.226204,1.018103,-0.001255,0.017494,2523.699951,46.308796,,,,,0.000000,207.399994
2016/3/24,,,,,,1.000000,0.000000,81.720001,80.357239,1.016959,0.000898,0.017482,2523.590088,46.266190,,,,,0.000000,207.399994
2016/3/25,,,,,,1.000000,0.590000,81.804283,80.508621,1.016093,0.000000,0.017453,2519.919922,46.200359,,,,,-2.000000,-124.800003
2016/3/26,,,,,,1.000000,0.000000,81.888573,80.660004,1.015231,0.000000,0.017415,2519.919922,46.200359,,,,,-2.000000,-124.800003
2016/3/27,,,,,,1.000000,0.000000,81.972855,80.806900,1.014429,0.000000,0.017425,2519.919922,46.200359,,,,,-2.000000,-124.800003
2016/3/28,,,,,,1.000000,0.000000,82.057144,80.953796,1.013629,-0.001794,0.017442,2549.220215,46.808090,,,,,-2.000000,-124.800003
2016/3/29,,,,,,1.000000,0.000000,82.141426,81.100693,1.012833,0.000539,0.017438,2553.149902,46.853989,,,,,-2.000000,-124.800003
2016/3/30,,,,,,1.000000,0.000000,82.225716,81.247589,1.012039,-0.001616,0.017411,2550.489990,46.880375,,,,,-2.000000,-124.800003
2016/3/31,,,,,,1.000000,0.000000,82.309998,81.394485,1.011248,-0.001259,0.013563,2550.770020,46.943264,,,,,-2.000000,-124.800003
2016/4/1,,,,,,1.000000,-0.020000,82.307144,81.540688,1.009400,-0.034042,0.013563,2569.580078,48.913109,,,,,2.000000,73.839996
2016/4/2,,,,,,1.000000,0.000000,82.304283,81.686897,1.007558,0.000000,0.013301,2569.580078,48.913109,,,,,2.000000,73.839996
2016/4/3,,,,,,1.000000,0.000000,82.301430,81.707001,1.007275,0.000000,0.010769,2569.580078,48.913109,,,,,2.000000,73.839996
2016/4/4,,,,,,1.000000,0.000000,82.298569,81.749336,1.006719,0.003729,0.010817,2569.379883,48.731377,,,,,2.000000,73.839996
2016/4/5,,,,,,1.000000,0.000000,82.295715,81.791664,1.006163,-0.016348,0.011153,2611.590088,50.321812,,,,,2.000000,73.839996
2016/4/6,,,,,,1.000000,0.000000,82.292854,81.834000,1.005607,-0.006610,0.010981,2629.760254,50.995441,,,,,2.000000,73.839996
2016/4/7,,,,,,1.000000,0.000000,82.290001,81.876335,1.005052,0.010456,0.011046,2644.780029,50.760677,,,,,2.000000,73.839996
2016/4/8,,,,,,1.000000,-0.040000,82.284286,81.917336,1.004480,0.000564,0.010525,2664.389893,51.101353,,,,,4.000000,-56.320000
2016/4/9,,,,,,1.000000,0.000000,82.278572,81.958336,1.003907,0.000000,0.010509,2664.389893,51.101353,,,,,4.000000,-56.320000
2016/4/10,,,,,,1.000000,0.000000,82.272858,81.985664,1.003503,0.000000,0.010225,2664.389893,51.101353,,,,,4.000000,-56.320000
2016/4/11,,,,,,1.000000,0.000000,82.267143,82.013000,1.003099,0.039865,0.012634,2760.709961,50.922424,,,,,4.000000,-56.320000
2016/4/12,,,,,,1.000000,0.000000,82.261429,82.040337,1.002695,0.035262,0.014132,2817.169922,50.208210,,,,,4.000000,-56.320000
2016/4/13,,,,,,1.000000,0.000000,82.255714,82.067665,1.002291,0.010480,0.014048,2860.239990,50.442352,,,,,4.000000,-56.320000
2016/4/14,,,,,,1.000000,0.000000,82.250000,82.095001,1.001888,-0.021953,0.014218,2879.280273,51.888657,,,,,4.000000,-56.320000
2016/4/15,,,,,,1.000000,0.420000,82.309998,82.136330,1.002114,-0.003181,0.013494,2872.470215,51.930325,,,,,-4.000000,181.479996
2016/4/16,,,,,,1.000000,0.000000,82.370003,82.177666,1.002341,0.000000,0.013370,2872.470215,51.930325,,,,,-4.000000,181.479996
2016/4/17,,,,,,1.000000,0.000000,82.430000,82.209335,1.002684,0.000000,0.013172,2872.470215,51.930325,,,,,-4.000000,181.479996
2016/4/18,,,,,,1.000000,0.000000,82.489998,82.240997,1.003028,0.031915,0.014364,2909.270020,50.987457,,,,,-4.000000,181.479996
2016/4/19,,,,,,1.000000,0.000000,82.550003,82.272667,1.003371,0.009450,0.014431,2966.679932,51.496681,,,,,-4.000000,181.479996
2016/4/20,,,,,,1.000000,0.000000,82.610001,82.304337,1.003714,0.017532,0.014709,3063.479980,52.245903,,,,,-4.000000,181.479996
2016/4/21,,,,,,1.000000,0.000000,82.669998,82.335999,1.004057,0.002342,0.014705,3168.649902,53.881340,,,,,-4.000000,181.479996
2016/4/22,,,,,,1.000000,0.060000,82.678574,82.369667,1.003750,-0.000668,0.014701,3177.159912,54.058784,,,,,6.000000,-175.100006
2016/4/23,,,,,,1.000000,0.000000,82.687141,82.403336,1.003444,0.000000,0.014705,3177.159912,54.058784,,,,,6.000000,-175.100006
2016/4/24,,,,,,1.000000,0.000000,82.695717,82.417336,1.003378,0.000000,0.014705,3177.159912,54.058784,,,,,6.000000,-175.100006
2016/4/25,,,,,,1.000000,0.000000,82.704285,82.431335,1.003311,-0.001670,0.014718,3179.500000,54.186684,,,,,6.000000,-175.100006
2016/4/26,,,,,,1.000000,0.000000,82.712860,82.445335,1.003245,-0.004349,0.014764,3146.550049,53.865425,,,,,6.000000,-175.100006
2016/4/27,,,,,,1.000000,0.000000,82.721428,82.459335,1.003178,-0.002352,0.014770,3096.389893,53.145336,,,,,6.000000,-175.100006
2016/4/28,,,,,,1.000000,0.000000,82.730003,82.473335,1.003112,-0.001684,0.014784,3084.669922,53.035595,,,,,6.000000,-175.100006
2016/4/29,,,,,,1.000000,-0.110000,82.714287,82.483665,1.002796,0.005061,0.014775,3115.570068,53.292213,,,,,0.000000,-36.700001
2016/4/30,,,,,,1.000000,0.000000,82.698570,82.494003,1.002480,0.000000,0.014766,3115.570068,53.292213,,,,,0.000000,-36.700001
2016/5/1,,,,,,1.000000,0.000000,82.682854,82.504997,1.002156,0.000000,0.013076,3115.570068,53.292213,,,,,0.000000,-36.700001
2016/5/2,,,,,,1.000000,0.000000,82.667145,82.515999,1.001832,0.000000,0.013076,3115.570068,53.292213,,,,,0.000000,-36.700001
2016/5/3,,,,,,1.000000,0.000000,82.651428,82.527000,1.001508,0.018295,0.013326,3091.169922,51.950554,,,,,0.000000,-36.700001
2016/5/4,,,,,,1.000000,0.000000,82.635712,82.538002,1.001184,-0.028845,0.014630,3050.149902,52.767651,,,,,0.000000,-36.700001
2016/5/5,,,,,,1.000000,0.000000,82.620003,82.549004,1.000860,-0.017821,0.014700,3011.310059,53.035770,,,,,0.000000,-36.700001
2016/5/6,,,,,,1.000000,0.350000,82.669998,82.571663,1.001191,0.003629,0.014586,2956.540283,51.904617,,,,,-5.000000,112.000000
2016/5/7,,,,,,1.000000,0.000000,82.720001,82.594330,1.001522,0.000000,0.014536,2956.540283,51.904617,,,,,-5.000000,112.000000
2016/5/8,,,,,,1.000000,0.000000,82.769997,82.618332,1.001836,0.000000,0.014540,2956.540283,51.904617,,,,,-5.000000,112.000000
2016/5/9,,,,,,1.000000,0.000000,82.820000,82.642334,1.002150,-0.054408,0.017931,2848.739990,52.870720,,,,,-5.000000,112.000000
2016/5/10,,,,,,1.000000,0.000000,82.870003,82.666336,1.002464,0.011471,0.018025,2749.810303,50.501534,,,,,-5.000000,112.000000
2016/5/11,,,,,,1.000000,0.000000,82.919998,82.690331,1.002777,0.003960,0.016528,2751.659912,50.339428,,,,,-5.000000,112.000000
2016/5/12,,,,,,1.000000,0.000000,82.970001,82.714333,1.003091,-0.022772,0.015683,2761.199951,51.664219,,,,,-5.000000,112.000000
2016/5/13,,,,,,1.000000,1.550000,83.191429,82.790001,1.004849,-0.007890,0.015557,2703.559814,51.001106,,,,,-1.000000,-80.300003
2016/5/14,,,,,,1.000000,0.000000,83.412857,82.865669,1.006603,0.000000,0.015102,2703.559814,51.001106,,,,,-1.000000,-80.300003
2016/5/15,,,,,,1.000000,0.000000,83.634285,82.927330,1.008525,0.000000,0.015100,2703.559814,51.001106,,,,,-1.000000,-80.300003
2016/5/16,,,,,,1.000000,0.000000,83.855713,82.988998,1.010444,0.010172,0.015244,2668.449951,49.854816,,,,,-1.000000,-80.300003
2016/5/17,,,,,,1.000000,0.000000,84.077141,83.050667,1.012360,0.027462,0.016103,2651.780029,48.251961,,,,,-1.000000,-80.300003
2016/5/18,,,,,,1.000000,0.000000,84.298569,83.112335,1.014273,-0.012117,0.015064,2663.080078,49.035355,,,,,-1.000000,-80.300003
2016/5/19,,,,,,1.000000,0.000000,84.519997,83.174004,1.016183,-0.008117,0.014964,2656.689941,49.312237,,,,,-1.000000,-80.300003
2016/5/20,,,,,,1.000000,0.910000,84.650002,83.265999,1.016621,0.010366,0.014695,2633.919922,48.406769,,,,,8.000000,0.400000
2016/5/21,,,,,,1.000000,0.000000,84.779999,83.358002,1.017059,0.000000,0.014675,2633.919922,48.406769,,,,,8.000000,0.400000
2016/5/22,,,,,,1.000000,0.000000,84.910004,83.447998,1.017520,0.000000,0.014679,2633.919922,48.406769,,,,,8.000000,0.400000
2016/5/23,,,,,,1.000000,0.000000,85.040001,83.538002,1.017980,-0.016739,0.014901,2573.790039,48.113125,,,,,8.000000,0.400000
2016/5/24,,,,,,1.000000,0.000000,85.169998,83.627998,1.018439,0.010434,0.015093,2533.399902,46.894928,,,,,8.000000,0.400000
2016/5/25,,,,,,1.000000,0.000000,85.300003,83.718002,1.018897,-0.005072,0.015098,2521.969727,46.920792,,,,,8.000000,0.400000
2016/5/26,,,,,,1.000000,0.000000,85.430000,83.807999,1.019354,-0.006191,0.015109,2504.449951,46.885857,,,,,8.000000,0.400000
2016/5/27,,,,,,1.000000,0.230000,85.462860,83.905670,1.018559,0.001649,0.015130,2503.860107,46.799526,,,,,,122.400002
2016/5/28,,,,,,1.000000,0.000000,85.495712,84.003334,1.017766,0.000000,0.015137,2503.860107,46.799526,,,,,-15.000000,122.400002
2016/5/29,,,,,,1.000000,0.000000,85.528572,84.104668,1.016930,0.000000,0.015077,2503.860107,46.799526,,,,,-15.000000,122.400002
2016/5/30,,,,,,1.000000,0.000000,85.561432,84.206001,1.016097,0.001463,0.015089,2492.719971,46.529133,,,,,-15.000000,122.400002
2016/5/31,,,,,,1.000000,0.000000,85.594284,84.307335,1.015265,-0.004749,0.015084,2484.010010,46.586529,,,,,-15.000000,122.400002
2016/6/1,,,,,,1.000000,0.000000,85.627144,84.408669,1.014435,-0.134153,0.028301,2479.870117,53.561890,,,,,-15.000000,122.400002
2016/6/2,,,,,,1.000000,0.000000,85.660004,84.510002,1.013608,0.011446,0.028115,2466.140137,52.679382,,,,,-15.000000,122.400002
2016/6/3,,,,,,1.000000,0.110000,85.675713,84.614998,1.012536,0.005239,0.027913,2456.629883,52.211800,,,,,,89.000000
2016/6/4,,,,,,1.000000,0.000000,85.691429,84.720001,1.011466,0.000000,0.027851,2456.629883,52.211800,,,,,8.000000,89.000000
2016/6/5,,,,,,1.000000,0.000000,85.707146,84.813332,1.010539,0.000000,0.027817,2456.629883,52.211800,,,,,8.000000,89.000000
2016/6/6,,,,,,1.000000,0.000000,85.722855,84.906670,1.009613,0.049823,0.029614,2459.959961,49.847500,,,,,8.000000,89.000000
2016/6/7,,,,,,1.000000,0.000000,85.738571,85.000000,1.008689,0.001787,0.029624,2474.420166,50.046982,,,,,8.000000,89.000000
2016/6/8,,,,,,1.000000,0.000000,85.754288,85.093330,1.007767,-0.001586,0.028068,2479.530029,50.226326,,,,,8.000000,89.000000
2016/6/9,,,,,,1.000000,0.000000,85.769997,85.186668,1.006848,0.007544,0.028010,2479.149902,49.850246,,,,,8.000000,89.000000
2016/6/10,,,,,,1.000000,-0.970000,85.631432,85.247665,1.004502,0.003941,0.028010,2478.949951,49.654564,,,,,-9.000000,-138.399994
2016/6/11,,,,,,1.000000,0.000000,85.492859,85.308670,1.002159,0.000000,0.027752,2478.949951,49.654564,,,,,-9.000000,-138.399994
2016/6/12,,,,,,1.000000,0.000000,85.354286,85.318001,1.000425,0.000000,0.027730,2485.379883,49.780766,,,,,-9.000000,-138.399994
2016/6/13,,,,,,1.000000,0.000000,85.215714,85.327332,0.998692,-0.000785,0.027729,2492.250000,49.954037,,,,,-9.000000,-138.399994
2016/6/14,,,,,,1.000000,0.000000,85.077141,85.336670,0.996959,-0.025732,0.028073,2501.610107,51.435684,,,,,-9.000000,-138.399994
2016/6/15,,,,,,1.000000,0.000000,84.938568,85.346001,0.995226,0.001613,0.027984,2492.229980,51.165661,,,,,-9.000000,-138.399994
2016/6/16,,,,,,1.000000,0.000000,84.800003,85.355331,0.993494,0.005032,0.027443,2483.719971,50.744041,,,,,-9.000000,-138.399994
2016/6/17,,,,,,1.000000,,84.800003,85.384140,0.993159,0.007210,0.027461,2474.250000,50.199642,,,,,2.000000,62.599998
2016/6/18,,,,,,1.000000,,84.055000,85.239655,0.986102,0.000000,0.027447,2474.250000,50.199642,,,,,2.000000,62.599998
2016/6/19,,,,,,1.000000,0.000000,83.309998,85.063789,0.979383,0.000000,0.027343,2474.250000,50.199642,,,,,2.000000,62.599998
2016/6/20,,,,,,1.000000,0.000000,82.565002,84.887932,0.972635,0.000199,0.027344,2459.860107,49.903778,,,,,2.000000,62.599998
2016/6/21,,,,,,1.000000,0.000000,81.820000,84.712067,0.965860,-0.000596,0.027342,2452.310059,49.782772,,,,,2.000000,62.599998
2016/6/22,,,,,,1.000000,0.000000,81.074997,84.536209,0.959056,0.012134,0.027348,2451.749756,49.186905,,,,,2.000000,62.599998
2016/6/23,,,,,,1.000000,0.000000,80.330002,84.360344,0.952225,-0.001572,0.027248,2454.860107,49.324017,,,,,2.000000,62.599998
2016/6/24,,,,,,1.000000,,80.330002,84.322144,0.952656,-0.000984,0.027244,2453.010010,49.335171,,,,,6.000000,-43.500000
2016/6/25,,,,,,1.000000,,80.951668,84.273216,0.960586,0.000000,0.027236,2453.010010,49.335171,,,,,6.000000,-43.500000
2016/6/26,,,,,,1.000000,0.000000,81.573334,84.216072,0.968620,0.000000,0.027230,2453.010010,49.335171,,,,,6.000000,-43.500000
2016/6/27,,,,,,1.000000,0.000000,82.195000,84.158928,0.976664,0.008276,0.027294,2466.679932,49.205589,,,,,6.000000,-43.500000
2016/6/28,,,,,,1.000000,0.000000,82.816666,84.101784,0.984720,0.004104,0.027314,2493.249756,49.525688,,,,,6.000000,-43.500000
2016/6/29,,,,,,1.000000,0.000000,83.438332,84.044640,0.992786,-0.003503,0.027309,2497.520020,49.779686,,,,,6.000000,-43.500000
