列ID,列名,类型
ID00186565_mom_30,铁矿石：发货量：澳大利亚必和必拓集团→中华人民共和国（周度）_mom_30,factor
ID00186565_mom_90,铁矿石：发货量：澳大利亚必和必拓集团→中华人民共和国（周度）_mom_90,factor
ID00186565_wow_14,铁矿石：发货量：澳大利亚必和必拓集团→中华人民共和国（周度）_wow_14,factor
ID00186565_month_yoy_365,铁矿石：发货量：澳大利亚必和必拓集团→中华人民共和国（月度）_yoy_365,factor
ID00186565_month_mom_90,铁矿石：发货量：澳大利亚必和必拓集团→中华人民共和国（月度）_mom_90,factor
ID00186565_month_wow_14,铁矿石：发货量：澳大利亚必和必拓集团→中华人民共和国（月度）_wow_14,factor
ID00186565_year_yoy_365,铁矿石：发货量：澳大利亚必和必拓集团→中华人民共和国（年度）_yoy_365,factor
ID00186565_year_mom_30,铁矿石：发货量：澳大利亚必和必拓集团→中华人民共和国（年度）_mom_30,factor
ID00186565_year_mom_90,铁矿石：发货量：澳大利亚必和必拓集团→中华人民共和国（年度）_mom_90,factor
ID00186565_year_wow_14,铁矿石：发货量：澳大利亚必和必拓集团→中华人民共和国（年度）_wow_14,factor
ID00186566_year_yoy_365,铁矿石：发货量：巴西淡水河谷公司→全球（年度）_yoy_365,factor
ID00186566_year_mom_30,铁矿石：发货量：巴西淡水河谷公司→全球（年度）_mom_30,factor
ID00186566_year_mom_90,铁矿石：发货量：巴西淡水河谷公司→全球（年度）_mom_90,factor
ID00186566_year_wow_14,铁矿石：发货量：巴西淡水河谷公司→全球（年度）_wow_14,factor
ID00186568_yoy_365,铁矿石：发货量：力拓集团→中华人民共和国（周度）_yoy_365,factor
ID00186568_mom_30,铁矿石：发货量：力拓集团→中华人民共和国（周度）_mom_30,factor
ID00186568_mom_90,铁矿石：发货量：力拓集团→中华人民共和国（周度）_mom_90,factor
ID00186568_wow_7,铁矿石：发货量：力拓集团→中华人民共和国（周度）_wow_7,factor
ID00186568_wow_14,铁矿石：发货量：力拓集团→中华人民共和国（周度）_wow_14,factor
ID00186568_year_yoy_365,铁矿石：发货量：力拓集团→中华人民共和国（年度）_yoy_365,factor
ID00186568_year_mom_30,铁矿石：发货量：力拓集团→中华人民共和国（年度）_mom_30,factor
ID00186568_year_mom_90,铁矿石：发货量：力拓集团→中华人民共和国（年度）_mom_90,factor
ID00186568_year_wow_14,铁矿石：发货量：力拓集团→中华人民共和国（年度）_wow_14,factor
ID00186666_yoy_365,铁矿石：产量：澳大利亚必和必拓集团：100%股权（季度）_yoy_365,factor
ID00186666_mom_30,铁矿石：产量：澳大利亚必和必拓集团：100%股权（季度）_mom_30,factor
ID00186666_mom_90,铁矿石：产量：澳大利亚必和必拓集团：100%股权（季度）_mom_90,factor
ID00186666_wow_14,铁矿石：产量：澳大利亚必和必拓集团：100%股权（季度）_wow_14,factor
ID00186669_yoy_365,铁矿石：产量：巴西北方地区：巴西淡水河谷公司（季度）_yoy_365,factor
ID00186669_mom_30,铁矿石：产量：巴西北方地区：巴西淡水河谷公司（季度）_mom_30,factor
ID00186669_mom_90,铁矿石：产量：巴西北方地区：巴西淡水河谷公司（季度）_mom_90,factor
ID00186669_wow_14,铁矿石：产量：巴西北方地区：巴西淡水河谷公司（季度）_wow_14,factor
ID00186670_yoy_365,铁矿石：产量：巴西东南地区：巴西淡水河谷公司（季度）_yoy_365,factor
ID00186670_mom_30,铁矿石：产量：巴西东南地区：巴西淡水河谷公司（季度）_mom_30,factor
ID00186670_mom_90,铁矿石：产量：巴西东南地区：巴西淡水河谷公司（季度）_mom_90,factor
ID00186670_wow_14,铁矿石：产量：巴西东南地区：巴西淡水河谷公司（季度）_wow_14,factor
ID00186671_yoy_365,铁矿石：产量：巴西南方地区：巴西淡水河谷公司（季度）_yoy_365,factor
ID00186671_mom_30,铁矿石：产量：巴西南方地区：巴西淡水河谷公司（季度）_mom_30,factor
ID00186671_mom_90,铁矿石：产量：巴西南方地区：巴西淡水河谷公司（季度）_mom_90,factor
ID00186671_wow_14,铁矿石：产量：巴西南方地区：巴西淡水河谷公司（季度）_wow_14,factor
ID00186684_yoy_365,铁矿石：产量：力拓集团（以股份占比计）（季度）_yoy_365,factor
ID00186684_mom_30,铁矿石：产量：力拓集团（以股份占比计）（季度）_mom_30,factor
ID00186684_mom_90,铁矿石：产量：力拓集团（以股份占比计）（季度）_mom_90,factor
ID00186684_wow_14,铁矿石：产量：力拓集团（以股份占比计）（季度）_wow_14,factor
ID00186985_yoy_365,铁矿石：销售量合计：澳大利亚必和必拓集团（季度）_yoy_365,factor
ID00186985_mom_30,铁矿石：销售量合计：澳大利亚必和必拓集团（季度）_mom_30,factor
ID00186985_mom_90,铁矿石：销售量合计：澳大利亚必和必拓集团（季度）_mom_90,factor
ID00186985_wow_14,铁矿石：销售量合计：澳大利亚必和必拓集团（季度）_wow_14,factor
ID00186990_yoy_365,铁矿石：销售量合计：全球：巴西淡水河谷公司（季度）_yoy_365,factor
ID00186990_mom_30,铁矿石：销售量合计：全球：巴西淡水河谷公司（季度）_mom_30,factor
ID00186990_mom_90,铁矿石：销售量合计：全球：巴西淡水河谷公司（季度）_mom_90,factor
ID00186990_wow_14,铁矿石：销售量合计：全球：巴西淡水河谷公司（季度）_wow_14,factor
ID00187000_yoy_365,铁矿石：销售数量：中华人民共和国：巴西淡水河谷公司（季度）_yoy_365,factor
ID00187000_mom_30,铁矿石：销售数量：中华人民共和国：巴西淡水河谷公司（季度）_mom_30,factor
ID00187000_mom_90,铁矿石：销售数量：中华人民共和国：巴西淡水河谷公司（季度）_mom_90,factor
ID00187000_wow_7,铁矿石：销售数量：中华人民共和国：巴西淡水河谷公司（季度）_wow_7,factor
ID00187000_wow_14,铁矿石：销售数量：中华人民共和国：巴西淡水河谷公司（季度）_wow_14,factor
ID00187001_yoy_365,铁矿石：销售量合计：力拓集团：力拓皮尔巴拉矿区（季度）_yoy_365,factor
ID00187001_mom_30,铁矿石：销售量合计：力拓集团：力拓皮尔巴拉矿区（季度）_mom_30,factor
ID00187001_mom_90,铁矿石：销售量合计：力拓集团：力拓皮尔巴拉矿区（季度）_mom_90,factor
ID00187001_wow_14,铁矿石：销售量合计：力拓集团：力拓皮尔巴拉矿区（季度）_wow_14,factor
ID00187002_yoy_365,铁矿石：销售量合计：力拓集团（季度）_yoy_365,factor
ID00187002_mom_30,铁矿石：销售量合计：力拓集团（季度）_mom_30,factor
ID00187002_mom_90,铁矿石：销售量合计：力拓集团（季度）_mom_90,factor
ID00187002_wow_14,铁矿石：销售量合计：力拓集团（季度）_wow_14,factor
ID00187017_yoy_365,巴西淡水河谷公司：销售数量：铁矿石（除原矿）（季度）_yoy_365,factor
ID00187017_mom_30,巴西淡水河谷公司：销售数量：铁矿石（除原矿）（季度）_mom_30,factor
ID00187017_mom_90,巴西淡水河谷公司：销售数量：铁矿石（除原矿）（季度）_mom_90,factor
ID00187017_wow_14,巴西淡水河谷公司：销售数量：铁矿石（除原矿）（季度）_wow_14,factor
ID00392622_yoy_365,铁矿石：产量：力拓皮尔巴拉矿区（季度）_yoy_365,factor
ID00392622_mom_30,铁矿石：产量：力拓皮尔巴拉矿区（季度）_mom_30,factor
ID00392622_mom_90,铁矿石：产量：力拓皮尔巴拉矿区（季度）_mom_90,factor
ID00392622_wow_14,铁矿石：产量：力拓皮尔巴拉矿区（季度）_wow_14,factor
ID00414945_yoy_365,铁矿石：进口：库存：华东地区：45个港口（周度）_yoy_365,factor
ID00414945_mom_30,铁矿石：进口：库存：华东地区：45个港口（周度）_mom_30,factor
ID00414945_mom_90,铁矿石：进口：库存：华东地区：45个港口（周度）_mom_90,factor
ID00414945_wow_14,铁矿石：进口：库存：华东地区：45个港口（周度）_wow_14,factor
ID01135139_yoy_365,粗粉：进口：库存：45个港口（周度）_yoy_365,factor
ID01135139_mom_30,粗粉：进口：库存：45个港口（周度）_mom_30,factor
ID01135139_mom_90,粗粉：进口：库存：45个港口（周度）_mom_90,factor
ID01135139_wow_14,粗粉：进口：库存：45个港口（周度）_wow_14,factor
ID01155774_quarter_yoy_365,铁矿石：发货量：澳大利亚联邦：力拓集团（季度）_yoy_365,factor
ID01155774_quarter_mom_30,铁矿石：发货量：澳大利亚联邦：力拓集团（季度）_mom_30,factor
ID01155774_quarter_mom_90,铁矿石：发货量：澳大利亚联邦：力拓集团（季度）_mom_90,factor
ID01155774_quarter_wow_14,铁矿石：发货量：澳大利亚联邦：力拓集团（季度）_wow_14,factor
ID01155774_year_yoy_365,铁矿石：发货量：澳大利亚联邦：力拓集团（年度）_yoy_365,factor
ID01155774_year_mom_30,铁矿石：发货量：澳大利亚联邦：力拓集团（年度）_mom_30,factor
ID01155774_year_mom_90,铁矿石：发货量：澳大利亚联邦：力拓集团（年度）_mom_90,factor
ID01155774_year_wow_14,铁矿石：发货量：澳大利亚联邦：力拓集团（年度）_wow_14,factor
ID01155775_yoy_365,铁矿石：发货量：澳大利亚联邦：澳大利亚必和必拓集团（周度）_yoy_365,factor
ID01155775_mom_30,铁矿石：发货量：澳大利亚联邦：澳大利亚必和必拓集团（周度）_mom_30,factor
ID01155775_mom_90,铁矿石：发货量：澳大利亚联邦：澳大利亚必和必拓集团（周度）_mom_90,factor
ID01155775_wow_14,铁矿石：发货量：澳大利亚联邦：澳大利亚必和必拓集团（周度）_wow_14,factor
ID01155775_month_yoy_365,铁矿石：发货量：澳大利亚联邦：澳大利亚必和必拓集团（月度）_yoy_365,factor
ID01155775_month_mom_30,铁矿石：发货量：澳大利亚联邦：澳大利亚必和必拓集团（月度）_mom_30,factor
ID01155775_month_mom_90,铁矿石：发货量：澳大利亚联邦：澳大利亚必和必拓集团（月度）_mom_90,factor
ID01155775_month_wow_14,铁矿石：发货量：澳大利亚联邦：澳大利亚必和必拓集团（月度）_wow_14,factor
ID01203829_mom_30,铁矿石：到港量：巴西联邦共和国：45个港口：明细（周度）_mom_30,factor
ID01203829_mom_90,铁矿石：到港量：巴西联邦共和国：45个港口：明细（周度）_mom_90,factor
ID01203829_wow_7,铁矿石：到港量：巴西联邦共和国：45个港口：明细（周度）_wow_7,factor
ID01203829_wow_14,铁矿石：到港量：巴西联邦共和国：45个港口：明细（周度）_wow_14,factor
ID01204812_yoy_365,PB块：到港量：青岛港：力拓集团：明细（周度）_yoy_365,factor
ID01204812_mom_30,PB块：到港量：青岛港：力拓集团：明细（周度）_mom_30,factor
ID01204812_mom_90,PB块：到港量：青岛港：力拓集团：明细（周度）_mom_90,factor
ID01204812_wow_14,PB块：到港量：青岛港：力拓集团：明细（周度）_wow_14,factor
ID01204813_mom_30,铁矿石：到港量：青岛港：澳大利亚必和必拓集团：明细（周度）_mom_30,factor
ID01204813_wow_7,铁矿石：到港量：青岛港：澳大利亚必和必拓集团：明细（周度）_wow_7,factor
ID01204813_wow_14,铁矿石：到港量：青岛港：澳大利亚必和必拓集团：明细（周度）_wow_14,factor
ID01204815_yoy_365,铁矿石：到港量：青岛港：巴西淡水河谷公司：明细（周度）_yoy_365,factor
ID01204815_mom_30,铁矿石：到港量：青岛港：巴西淡水河谷公司：明细（周度）_mom_30,factor
ID01204815_mom_90,铁矿石：到港量：青岛港：巴西淡水河谷公司：明细（周度）_mom_90,factor
ID01204815_wow_7,铁矿石：到港量：青岛港：巴西淡水河谷公司：明细（周度）_wow_7,factor
ID01204815_wow_14,铁矿石：到港量：青岛港：巴西淡水河谷公司：明细（周度）_wow_14,factor
ID01204817_yoy_365,铁矿石：到港量：青岛港：力拓集团：明细（周度）_yoy_365,factor
ID01204817_mom_30,铁矿石：到港量：青岛港：力拓集团：明细（周度）_mom_30,factor
ID01204817_mom_90,铁矿石：到港量：青岛港：力拓集团：明细（周度）_mom_90,factor
ID01204817_wow_14,铁矿石：到港量：青岛港：力拓集团：明细（周度）_wow_14,factor
ID01204829_yoy_365,PB粉：到港量：青岛港：力拓集团：明细（周度）_yoy_365,factor
ID01204829_mom_30,PB粉：到港量：青岛港：力拓集团：明细（周度）_mom_30,factor
ID01204829_mom_90,PB粉：到港量：青岛港：力拓集团：明细（周度）_mom_90,factor
ID01204829_wow_14,PB粉：到港量：青岛港：力拓集团：明细（周度）_wow_14,factor
ID01205023_yoy_365,铁矿石：到港量：江阴港：力拓集团：明细（周度）_yoy_365,factor
ID01205023_mom_30,铁矿石：到港量：江阴港：力拓集团：明细（周度）_mom_30,factor
ID01205023_mom_90,铁矿石：到港量：江阴港：力拓集团：明细（周度）_mom_90,factor
ID01205023_wow_14,铁矿石：到港量：江阴港：力拓集团：明细（周度）_wow_14,factor
ID01205035_yoy_365,PB粉：到港量：江阴港：力拓集团：明细（周度）_yoy_365,factor
ID01205035_mom_30,PB粉：到港量：江阴港：力拓集团：明细（周度）_mom_30,factor
ID01205035_mom_90,PB粉：到港量：江阴港：力拓集团：明细（周度）_mom_90,factor
ID01205035_wow_14,PB粉：到港量：江阴港：力拓集团：明细（周度）_wow_14,factor
ID01205042_yoy_365,铁矿石：到港量：江阴港：澳大利亚必和必拓集团：明细（周度）_yoy_365,factor
ID01205042_mom_30,铁矿石：到港量：江阴港：澳大利亚必和必拓集团：明细（周度）_mom_30,factor
ID01205042_mom_90,铁矿石：到港量：江阴港：澳大利亚必和必拓集团：明细（周度）_mom_90,factor
ID01205042_wow_14,铁矿石：到港量：江阴港：澳大利亚必和必拓集团：明细（周度）_wow_14,factor
ID01205048_mom_30,PB块：到港量：江阴港：力拓集团：明细（周度）_mom_30,factor
ID01205048_mom_90,PB块：到港量：江阴港：力拓集团：明细（周度）_mom_90,factor
ID01205048_wow_14,PB块：到港量：江阴港：力拓集团：明细（周度）_wow_14,factor
ID01205049_mom_30,纽曼块：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_mom_30,factor
ID01205049_mom_90,纽曼块：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_mom_90,factor
ID01205049_wow_14,纽曼块：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_wow_14,factor
ID01205052_mom_30,麦克粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_mom_30,factor
ID01205052_wow_7,麦克粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_wow_7,factor
ID01205052_wow_14,麦克粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_wow_14,factor
ID01205055_mom_30,FMG混合粉：到港量：曹妃甸港：福蒂斯丘金属集团：明细（周度）_mom_30,factor
ID01205055_mom_90,FMG混合粉：到港量：曹妃甸港：福蒂斯丘金属集团：明细（周度）_mom_90,factor
ID01205055_wow_7,FMG混合粉：到港量：曹妃甸港：福蒂斯丘金属集团：明细（周度）_wow_7,factor
ID01205055_wow_14,FMG混合粉：到港量：曹妃甸港：福蒂斯丘金属集团：明细（周度）_wow_14,factor
ID01205057_mom_30,纽曼粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_mom_30,factor
ID01205057_mom_90,纽曼粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_mom_90,factor
ID01205057_wow_7,纽曼粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_wow_7,factor
ID01205057_wow_14,纽曼粉：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_wow_14,factor
ID01205061_yoy_365,铁矿石：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_yoy_365,factor
ID01205061_mom_30,铁矿石：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_mom_30,factor
ID01205061_mom_90,铁矿石：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_mom_90,factor
ID01205061_wow_14,铁矿石：到港量：曹妃甸港：澳大利亚必和必拓集团：明细（周度）_wow_14,factor
ID01205062_yoy_365,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_yoy_365,factor
ID01205062_mom_30,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_mom_30,factor
ID01205062_mom_90,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_mom_90,factor
ID01205062_wow_14,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_wow_14,factor
